gateway-1  | 
gateway-1  | 2026-05-01T04:45:42.599Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 0b675353, inbound: [dd123ccc-15] 
gateway-1  | 2026-05-01T04:45:42.607Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:42.607Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/oauth2-redirect.js'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@667a0795', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.0113686, duration(nanos)=1.13686E7, startTimeNanos=11184904731875}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@58ac583d}
gateway-1  | 2026-05-01T04:45:42.608Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 0b675353, outbound: [dd123ccc-15] 
gateway-1  | 2026-05-01T04:45:42.609Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:42.727Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:42.729Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/oauth2/**" matches against value "/oauth2/token"
gateway-1  | 2026-05-01T04:45:42.730Z DEBUG 1 --- [gateway] [     parallel-5] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: oauth2-server
gateway-1  | 2026-05-01T04:45:42.730Z DEBUG 1 --- [gateway] [     parallel-5] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: POST https://localhost:8443/oauth2/token] to Route{id='oauth2-server', uri=lb://auth-server, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/oauth2/**], match trailing slash: true), gatewayFilters=[[[PreserveHostHeader], order = 1]], metadata={}}
gateway-1  | 2026-05-01T04:45:42.731Z DEBUG 1 --- [gateway] [     parallel-5] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-16] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:42.731Z DEBUG 1 --- [gateway] [     parallel-5] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [[PreserveHostHeader], order = 1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:42.732Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:42.733Z TRACE 1 --- [gateway] [     parallel-5] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://auth-server/oauth2/token
gateway-1  | 2026-05-01T04:45:42.735Z TRACE 1 --- [gateway] [     parallel-5] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://bffff8a90d50:9999/oauth2/token
gateway-1  | 2026-05-01T04:45:42.737Z DEBUG 1 --- [gateway] [     parallel-5] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Content-Length:"356", sec-ch-ua-platform:""Windows"", X-Requested-With:"XMLHttpRequest", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"application/json, text/plain, */*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/x-www-form-urlencoded", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.738Z DEBUG 1 --- [gateway] [     parallel-5] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='oauth2-server', spring.cloud.gateway.route.uri='lb://auth-server'], highCardinalityKeyValues=[http.uri='https://localhost:8443/oauth2/token'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@6db804', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=2.027E-4, duration(nanos)=202700.0, startTimeNanos=11185046391972}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@1d0d9604} created for the request. New headers are [Host:"localhost:8443", Content-Length:"356", sec-ch-ua-platform:""Windows"", X-Requested-With:"XMLHttpRequest", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"application/json, text/plain, */*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/x-www-form-urlencoded", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.740Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 98db3e4c, inbound: [dd123ccc-16] 
gateway-1  | 2026-05-01T04:45:42.834Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:42.834Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='oauth2-server', spring.cloud.gateway.route.uri='lb://auth-server'], highCardinalityKeyValues=[http.uri='https://localhost:8443/oauth2/token'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@6db804', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.096514598, duration(nanos)=9.6514598E7, startTimeNanos=11185046391972}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@1d0d9604}
gateway-1  | 2026-05-01T04:45:42.835Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 98db3e4c, outbound: [dd123ccc-16] 
gateway-1  | 2026-05-01T04:45:42.836Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=POST),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=oauth2-server),tag(routeUri=lb://auth-server),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:44.918Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:45:44.976Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:49.997Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:45:50.055Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:55.104Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:45:55.151Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:16.446Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:16.447Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:47:16.447Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:47:16.447Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:47:16.447Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:47:16.448Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/product-composite/**" matches against value "/product-composite"
gateway-1  | 2026-05-01T04:47:16.448Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite
gateway-1  | 2026-05-01T04:47:16.448Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: POST https://localhost:8443/product-composite] to Route{id='product-composite', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/product-composite/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:47:16.448Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-20] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:47:16.448Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:47:16.448Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:47:16.449Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/product-composite
gateway-1  | 2026-05-01T04:47:16.449Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/product-composite
gateway-1  | 2026-05-01T04:47:16.451Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Content-Length:"437", sec-ch-ua-platform:""Windows"", Authorization:"Bearer eyJraWQiOiJhZTZjZDU3Mi01YjM2LTRjNWYtYmVlNC1kMGEwNTU3ZmIzZDkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJ1IiwiYXVkIjoid3JpdGVyIiwibmJmIjoxNzc3NjEwNzQyLCJzY29wZSI6WyJwcm9kdWN0OndyaXRlIiwicHJvZHVjdDpyZWFkIl0sImlzcyI6Imh0dHBzOi8vbG9jYWxob3N0Ojg0NDMiLCJleHAiOjE3Nzc2MTQzNDIsImlhdCI6MTc3NzYxMDc0MiwianRpIjoiZjg3ZjkyNmEtMjdlYy00MTgxLWJiY2YtNGRlZTM0YzlhN2M3In0.mlrYSR1BPOAuFREQ0kLhWCiYypRFO5AHWYCoICWHv2HXbVK3f5-xlXGoc_pFA-JqdjrW7DKM7fJsq4L-qKY8_UW39RoHAfD2sdU_W5rcvalDcQEOJ7ymgbIjGqCdVyTUmt_oTyNO3tx4dojBANa-201MgZexac6QPWlzs4CLAIXU_YaikWM1sCh76hqlTJW_K367eBMvZmwPtD7lenzE8oL7H6Rkl48u2_yN7T6MCOw-SVi0PPFVsaXsqvBN5M2flHD5x64QN68p6L0_QkcYmh_wWlNNcWBlXlFOi_mXymcHg2RLi_X7lpC2rdoiTVNe7WNyJ0dWVqkw_6smSJDCOA", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", accept:"*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/json", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:47:16.452Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/product-composite'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@57ae3fa8', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=1.502E-4, duration(nanos)=150200.0, startTimeNanos=11202320836651}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@6be9e4a0} created for the request. New headers are [Host:"localhost:8443", Content-Length:"437", sec-ch-ua-platform:""Windows"", Authorization:"Bearer eyJraWQiOiJhZTZjZDU3Mi01YjM2LTRjNWYtYmVlNC1kMGEwNTU3ZmIzZDkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJ1IiwiYXVkIjoid3JpdGVyIiwibmJmIjoxNzc3NjEwNzQyLCJzY29wZSI6WyJwcm9kdWN0OndyaXRlIiwicHJvZHVjdDpyZWFkIl0sImlzcyI6Imh0dHBzOi8vbG9jYWxob3N0Ojg0NDMiLCJleHAiOjE3Nzc2MTQzNDIsImlhdCI6MTc3NzYxMDc0MiwianRpIjoiZjg3ZjkyNmEtMjdlYy00MTgxLWJiY2YtNGRlZTM0YzlhN2M3In0.mlrYSR1BPOAuFREQ0kLhWCiYypRFO5AHWYCoICWHv2HXbVK3f5-xlXGoc_pFA-JqdjrW7DKM7fJsq4L-qKY8_UW39RoHAfD2sdU_W5rcvalDcQEOJ7ymgbIjGqCdVyTUmt_oTyNO3tx4dojBANa-201MgZexac6QPWlzs4CLAIXU_YaikWM1sCh76hqlTJW_K367eBMvZmwPtD7lenzE8oL7H6Rkl48u2_yN7T6MCOw-SVi0PPFVsaXsqvBN5M2flHD5x64QN68p6L0_QkcYmh_wWlNNcWBlXlFOi_mXymcHg2RLi_X7lpC2rdoiTVNe7WNyJ0dWVqkw_6smSJDCOA", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", accept:"*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/json", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:47:16.453Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: c837a172, inbound: [dd123ccc-20] 
gateway-1  | 2026-05-01T04:47:16.714Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:16.726Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:17.406Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:47:17.407Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/product-composite'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@57ae3fa8', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.955287177, duration(nanos)=9.55287177E8, startTimeNanos=11202320836651}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@6be9e4a0}
gateway-1  | 2026-05-01T04:47:17.407Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: c837a172, outbound: [dd123ccc-20] 
gateway-1  | 2026-05-01T04:47:17.409Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=POST),tag(httpStatusCode=500),tag(outcome=SERVER_ERROR),tag(routeId=product-composite),tag(routeUri=lb://product-composite-service),tag(status=INTERNAL_SERVER_ERROR)]
gateway-1  | 2026-05-01T04:47:21.805Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:21.822Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:10.453Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:10.457Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:15.594Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:15.620Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:20.730Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:20.749Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:25.805Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:25.835Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:30.955Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:30.986Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:36.087Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:36.142Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:41.223Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:46:41.252Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:02.804Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:02.813Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:49.294Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:46:49.296Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:46:49.296Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:46:49.296Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:46:49.296Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/product-composite"
gateway-1  | 2026-05-01T04:46:49.296Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/product-composite/**" matches against value "/product-composite"
gateway-1  | 2026-05-01T04:46:49.297Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite
gateway-1  | 2026-05-01T04:46:49.297Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: POST https://localhost:8443/product-composite] to Route{id='product-composite', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/product-composite/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:46:49.297Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-31] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
